Betano-'Sport Huancayo - Sport Boys Association' ['1.35', '4.30', '8.50'] ### Smarkets-'Sport Huancayo - Sport Boys' ['1.34', '6.2', '15.5']
Betano-'Trabzonspor - Kasimpasa SK' ['1.72', '4.05', '4.50'] ### Smarkets-'Trabzonspor - Kasimpasa' ['1.69', '4.8', '5.7']
Betano-'Molde FK - Kristiansund BK - LIVE' ['1.35', '4.55', '7.90'] ### Smarkets-'Molde - Kristiansund BK' ['1.2', '13', '85']
Betano-'FC Sudtirol - Cosenza Calcio - LIVE' ['2.70', '2.72', '3.10'] ### Smarkets-'FC Sudtirol - Cosenza Calcio' ['3.5', '2.5', '3.6']
Betano-'Bayer 04 Leverkusen - Borussia Monchengladbach' ['1.26', '6.40', '10.25'] ### Smarkets-'Bayer 04 Leverkusen - Borussia Mönchengladbach' ['1.25', '8', '14']
Betano-'VfL Osnabruck - SC Paderborn 07 - LIVE' ['2.12', '2.25', '6.90'] ### Smarkets-'VfL Osnabrück - SC Paderborn 07' ['2.84', '1.96', '11.5']
Betano-'SV Wehen Wiesbaden - Hertha BSC Berlín - LIVE' ['1.50', '3.60', '9.00'] ### Smarkets-'SV Wehen Wiesbaden - Hertha Berlin' ['1.1', '23', '10,000']
Betano-'Hansa Rostock - SV Elversberg - LIVE' ['14.50', '4.30', '1.32'] ### Smarkets-'Hansa Rostock - SV Elversberg' ['7', '1.8', '4.2']
Betano-'Floriana FC - Santa Lucia FC - LIVE' ['1.52', '3.35', '6.70'] ### Smarkets-'Floriana FC - Santa Lucia FC' ['1.2', '9', '95']
Betano-'Club Leon U23 - Santos Laguna U23' ['2.05', '3.40', '3.05'] ### Smarkets-'Club León - Santos Laguna' ['1.88', '4.5', '4.4']
Betano-'Cruz Azul U23 - Mazatlan FC U23' ['2.18', '3.25', '2.92'] ### Smarkets-'Cruz Azul - Mazatlán FC' ['1.57', '5.1', '6.8']
Betano-'Club Necaxa U23 - Club America U23' ['1.85', '3.45', '3.55'] ### Smarkets-'Club Necaxa - Club América' ['6.2', '4.5', '1.7']
Betano-'Aguila B - CD Municipal Limeno B' ['1.65', '3.70', '4.20'] ### Smarkets-'CD Aguila - CD Municipal Limeno' ['2.36', '3.65', '4.3']
Betano-'Trabzonspor - Kasimpasa SK' ['1.72', '4.05', '4.50'] ### Smarkets-'Trabzonspor - Kasimpasa' ['1.69', '4.8', '5.6']
Betano-'Portsmouth FC - Northampton Town' ['1.60', '3.85', '5.10'] ### Smarkets-'Portsmouth - Northampton Town' ['1.56', '5.6', '8.4']
Betano-'Racing Club - Union de Santa Fe - LIVE' ['3.65', '3.20', '2.12'] ### Smarkets-'Racing Club - Unión de Santa Fe' ['5', '3.6', '2.06']
Betano-'Chorley - Alfreton Town' ['2.18', '3.35', '3.00'] ### Smarkets-'Chorley - Alfreton Town' ['2.14', '5', '4.3']
Betano-'Barnet FC - Wealdstone FC' ['1.65', '3.75', '4.75'] ### Smarkets-'Barnet - Wealdstone' ['1.99', '5.7', '4.6']
Betano-'Newport County - Manchester United - LIVE' ['15.00', '3.90', '1.36'] ### Smarkets-'Newport County - Manchester United' ['12', '3.5', '1.63']
Betano-'Newport County - Manchester United - LIVE' ['15.00', '3.90', '1.36'] ### Smarkets-'Newport County - Manchester United' ['300', '14', '1.11']
Betano-'Barnet FC - Wealdstone FC' ['1.65', '3.75', '4.75'] ### Smarkets-'Barnet - Wealdstone' ['1.99', '5.7', '4.7']
Betano-'Burgos CF - Albacete Balompie - LIVE' ['1.55', '3.80', '6.50'] ### Smarkets-'Burgos CF - Albacete Balompié' ['3.15', '2.54', '4']
Betano-'Newport County - Manchester United - LIVE' ['45.00', '10.75', '1.06'] ### Smarkets-'Newport County - Manchester United' ['12', '3.5', '1.63']
Betano-'Burgos CF - Albacete Balompie - LIVE' ['1.47', '3.90', '8.25'] ### Smarkets-'Burgos CF - Albacete Balompié' ['3.15', '2.54', '4']
Betano-'HNK Hajduk Split - HNK Rijeka - LIVE' ['2.77', '2.00', '4.80'] ### Smarkets-'Hajduk Split - HNK Rijeka' ['1.36', '5.6', '19.5']
Betano-'Chorley - Alfreton Town' ['2.18', '3.35', '3.00'] ### Smarkets-'Chorley - Alfreton Town' ['2.1', '5', '4.3']
Betano-'Barbalha CE - Fortaleza CE' ['15.50', '6.40', '1.15'] ### Smarkets-'Barbalha - Fortaleza' ['55', '19.5', '1.14']
Betano-'Nottingham Forest - Arsenal FC' ['7.90', '4.60', '1.42'] ### Smarkets-'Nottingham Forest - Bristol City' ['1.6', '5.9', '10']
Betano-'Nottingham Forest - Arsenal FC' ['8.00', '4.60', '1.42'] ### Smarkets-'Nottingham Forest - Bristol City' ['1.65', '5.5', '9.2']
Betano-'FC Kodaň - Manchester City' ['9.25', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['14.5', '7', '1.31']
Betano-'Legia Warszawa - FC Dynamo Kyjev - LIVE' ['2.50', '2.45', '3.35'] ### Smarkets-'Legia Warszawa - Dynamo Kyiv' ['1.47', '5.1', '13']
Betano-'Vere United FC - Tivoli Gardens' ['3.40', '3.00', '2.15'] ### Smarkets-'Vere United FC - Tivoli Gardens' ['5.9', '4', '2.12']
Betano-'FC Kodaň - Manchester City' ['9.25', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['14', '6.8', '1.31']
Betano-'Vere United FC - Tivoli Gardens' ['3.40', '3.00', '2.15'] ### Smarkets-'Vere United FC - Tivoli Gardens' ['6', '3.85', '2.08']
Betano-'Nottingham Forest - Arsenal FC' ['7.90', '4.60', '1.42'] ### Smarkets-'Nottingham Forest - Bristol City' ['1.65', '5.5', '9.2']
Betano-'Solihull Moors - Dagenham & Redbridge' ['2.15', '3.45', '3.10'] ### Smarkets-'Solihull Moors - Dagenham & Redbridge' ['2.62', '3.95', '3.05']
Betano-'Portsmouth FC - Northampton Town' ['1.60', '3.85', '5.10'] ### Smarkets-'Portsmouth - Northampton Town' ['1.59', '5.5', '8']
Betano-'Chelmsford City - Weston-Super-Mare - LIVE' ['2.20', '3.35', '3.00'] ### Smarkets-'Chelmsford City - Weston-super-Mare' ['2.64', '3.15', '3.9']
Betano-'Everton U21 - Manchester City U21 - LIVE' ['9.25', '4.65', '1.27'] ### Smarkets-'Everton U21 - Manchester City U21' ['4.8', '3', '2.54']
Betano-'Leicester U21 - Southampton FC U21 - LIVE' ['3.35', '3.30', '1.95'] ### Smarkets-'Leicester City U21 - Southampton U21' ['40', '9.6', '1.29']
Betano-'Derby County U21 - Nottingham Forest U21 - LIVE' ['2.80', '2.60', '2.70'] ### Smarkets-'Derby County U21 - Nottingham Forest U21' ['9.6', '2.28', '2.34']
Betano-'Getafe CF - Granada CF' ['1.85', '3.45', '4.55'] ### Smarkets-'Getafe - Granada CF' ['1.3', '6.4', '23']
Betano-'Real Valladolid - Racing Santander - LIVE' ['1.85', '2.95', '5.50'] ### Smarkets-'Real Valladolid - Racing Santander' ['1.3', '6.2', '25']
Betano-'FC Midtjylland - FC Fredericia' ['1.22', '6.40', '8.50'] ### Smarkets-'FC Midtjylland - FC Fredericia' ['1.21', '15', '40']
Betano-'Leicester U21 - Southampton FC U21 - LIVE' ['3.90', '3.15', '1.87'] ### Smarkets-'Leicester City U21 - Southampton U21' ['40', '9.6', '1.29']
Betano-'Derby County U21 - Nottingham Forest U21 - LIVE' ['5.50', '2.37', '1.98'] ### Smarkets-'Derby County U21 - Nottingham Forest U21' ['9.6', '2.28', '2.34']
Betano-'Persebaya Surabaya - PSIS Semarang - LIVE' ['4.30', '3.45', '1.70'] ### Smarkets-'Persebaya Surabaya - PSIS Semarang' ['2.64', '3.2', '3.85']
Betano-'Cruz Azul U23 - Club Tijuana U23' ['2.00', '3.25', '3.35'] ### Smarkets-'Cruz Azul - Club Tijuana' ['1.78', '4.3', '5.9']
Betano-'FC Baden - FC Aarau' ['3.95', '3.80', '1.75'] ### Smarkets-'FC Sion - FC Aarau' ['2.02', '5', '6.8']
Betano-'FC Sion - FC Aarau' ['1.70', '3.65', '4.45'] ### Smarkets-'FC Baden - FC Aarau' ['4.8', '4.7', '1.88']
Betano-'Persebaya Surabaya - PSIS Semarang - LIVE' ['3.30', '1.60', '5.60'] ### Smarkets-'Persebaya Surabaya - PSIS Semarang' ['5.3', '1.47', '10']
Betano-'Nottingham Forest - Arsenal FC' ['8.25', '4.60', '1.40'] ### Smarkets-'Nottingham Forest - Bristol City' ['1.61', '5.3', '8']
Betano-'Cruz Azul U23 - Club Tijuana U23' ['2.00', '3.25', '3.35'] ### Smarkets-'Cruz Azul - Club Tijuana' ['1.86', '5.1', '7.6']
Betano-'Persis Solo - Madura United - LIVE' ['2.00', '3.20', '3.35'] ### Smarkets-'Persis Solo - Madura United FC' ['1.49', '5.2', '11']
Betano-'SC Braga - GD Chaves' ['1.29', '5.70', '9.75'] ### Smarkets-'Braga - Chaves' ['1.28', '7.6', '15.5']
Betano-'FC Sion - FC Aarau' ['1.70', '3.65', '4.45'] ### Smarkets-'FC Baden - FC Aarau' ['4.7', '4.4', '1.84']
Betano-'Cruz Azul U23 - Club Tijuana U23' ['1.93', '3.30', '3.50'] ### Smarkets-'Cruz Azul - Club Tijuana' ['1.79', '5.3', '7.8']
Betano-'FC Sion - FC Aarau' ['1.70', '3.65', '4.45'] ### Smarkets-'FC Baden - FC Aarau' ['4.7', '4.4', '1.85']
Betano-'Persis Solo - Madura United - LIVE' ['2.00', '3.20', '3.35'] ### Smarkets-'Persis Solo - Madura United FC' ['1.15', '19.5', '10,000']
Betano-'Cruz Azul U23 - Club Tijuana U23' ['1.93', '3.30', '3.50'] ### Smarkets-'Cruz Azul - Club Tijuana' ['1.74', '4.5', '6.6']
Betano-'Persis Solo - Madura United - LIVE' ['1.42', '3.70', '7.20'] ### Smarkets-'Persis Solo - Madura United FC' ['1.15', '19.5', '10,000']
Betano-'Persis Solo - Madura United - LIVE' ['1.42', '3.60', '8.00'] ### Smarkets-'Persis Solo - Madura United FC' ['1.15', '19.5', '10,000']
Betano-'SC Braga - GD Chaves' ['1.27', '5.90', '10.50'] ### Smarkets-'Braga - Chaves' ['1.26', '7.6', '15.5']
Betano-'Sutton United - Harrogate Town - LIVE' ['2.27', '2.87', '3.55'] ### Smarkets-'Sutton United - Harrogate Town' ['2.74', '2.74', '4.3']
Betano-'Brisbane Roar FC - Melbourne City' ['4.45', '4.30', '1.70'] ### Smarkets-'Brisbane Roar - Melbourne City FC' ['4.3', 'ASK', 'ASK']
Betano-'SC Braga - GD Chaves' ['1.27', '5.90', '10.50'] ### Smarkets-'Braga - Chaves' ['1.26', '8', '15']
Betano-'FC Sion - FC Aarau' ['1.65', '3.85', '4.40'] ### Smarkets-'FC Baden - FC Aarau' ['25', '6.2', '1.31']
Betano-'FC Kodaň - Manchester City' ['9.00', '5.30', '1.33'] ### Smarkets-'FC København - Manchester City' ['15.5', '6.6', '1.31']
Betano-'Warrington Town - Chorley' ['2.20', '3.30', '3.00'] ### Smarkets-'Warrington Town - Chorley' ['2.86', '4.9', '2.78']
Betano-'Brisbane Roar FC - Melbourne City' ['4.50', '4.25', '1.70'] ### Smarkets-'Brisbane Roar - Melbourne City FC' ['4.3', '6.2', '1.89']
Betano-'Atlante FC - Alebrijes de Oaxaca' ['1.39', '4.45', '6.90'] ### Smarkets-'Atlante - Alebrijes de Oaxaca' ['1.37', '6', '11']
Betano-'Bath City - Eastbourne Borough' ['1.85', '3.45', '3.80'] ### Smarkets-'Bath City - Eastbourne Borough' ['1.78', '5.8', '7.8']
Betano-'Warrington Town - Chorley' ['2.25', '3.45', '2.82'] ### Smarkets-'Warrington Town - Chorley' ['2.98', '4.9', '2.78']
Betano-'Atletico Madrid - Rayo Vallecano' ['1.57', '3.85', '6.60'] ### Smarkets-'Atlético de Madrid - Rayo Vallecano' ['1.55', '4.4', '8.2']
Betano-'Stenhousemuir - Dumbarton' ['1.80', '3.70', '3.95'] ### Smarkets-'Stenhousemuir - Dumbarton' ['2.16', '5.1', '3.9']
Betano-'Istanbul Basaksehir FK - Hatayspor' ['1.87', '3.55', '3.80'] ### Smarkets-'Istanbul Basaksehir - Istanbulspor' ['1.65', '4.8', '6.6']
Betano-'FC Kodaň - Manchester City' ['9.00', '5.30', '1.33'] ### Smarkets-'FC København - Manchester City' ['14.5', '6.6', '1.31']
Betano-'Fortaleza CEIF - Envigado FC' ['2.05', '3.50', '3.60'] ### Smarkets-'Fortaleza FC - Envigado FC' ['1.98', '4.2', '4.5']
Betano-'Rangers FC - Livingston FC' ['1.13', '8.25', '22.00'] ### Smarkets-'Rangers - Livingston' ['1.11', '13.5', '55']
Betano-'Istanbul Basaksehir FK - Hatayspor' ['1.88', '3.60', '3.70'] ### Smarkets-'Istanbul Basaksehir - Istanbulspor' ['1.66', '4.8', '6.6']
Betano-'River Plate - Velez Sarsfield' ['1.87', '3.35', '4.65'] ### Smarkets-'River Plate - Vélez Sársfield' ['1.76', 'ASK', 'ASK']
Betano-'Brisbane Roar FC - Melbourne City' ['4.50', '4.25', '1.70'] ### Smarkets-'Brisbane Roar - Melbourne City FC' ['4.4', '6.2', '1.89']
Betano-'1. FC Saarbrucken - Borussia Monchengladbach' ['4.05', '3.75', '1.85'] ### Smarkets-'1. FC Saarbrücken - Borussia Mönchengladbach' ['4.8', '4.6', '1.84']
Betano-'MC El Bayadh U21 - CR Belouizdad U21' ['4.60', '3.45', '1.65'] ### Smarkets-'MC El Bayadh - CR Belouizdad' ['4.4', '3.1', '2.66']
Betano-'FC Porto - Rio Ave FC' ['1.24', '5.60', '16.00'] ### Smarkets-'FC Porto - Rio Ave' ['1.23', '7.6', '22']
Betano-'MC El Bayadh U21 - CR Belouizdad U21' ['4.60', '3.45', '1.65'] ### Smarkets-'MC El Bayadh - CR Belouizdad' ['4.8', '3.2', '2.44']
Betano-'Rayo Zuliano - Portuguesa FC - LIVE' ['2.75', '2.67', '2.70'] ### Smarkets-'Rayo Zuliano - Portuguesa FC' ['4.5', '2.62', '3.6']
Betano-'FC Porto - Rio Ave FC' ['1.24', '5.60', '15.50'] ### Smarkets-'FC Porto - Rio Ave' ['1.23', '7.6', '22']
Betano-'FC Kodaň - Manchester City' ['9.00', '5.30', '1.33'] ### Smarkets-'FC København - Manchester City' ['14', '6.6', '1.32']
Betano-'Southend - York City' ['1.62', '3.90', '4.90'] ### Smarkets-'Southend United - York City' ['1.6', '4.9', '6.8']
Betano-'MC El Bayadh U21 - CR Belouizdad U21' ['4.60', '3.45', '1.65'] ### Smarkets-'MC El Bayadh - CR Belouizdad' ['4.4', '3.2', '2.48']
Betano-'Dunfermline Athletic - Queens Park' ['1.95', '3.50', '3.50'] ### Smarkets-'Dunfermline - Queen's Park' ['2.16', '4.5', '3.4']
Betano-'Southend - York City' ['1.62', '3.90', '4.90'] ### Smarkets-'Southend United - York City' ['1.58', '4.9', '6.8']
Betano-'MC El Bayadh U21 - CR Belouizdad U21' ['4.75', '3.55', '1.62'] ### Smarkets-'MC El Bayadh - CR Belouizdad' ['5.7', '3.1', '2.18']
Betano-'PSM Makassar - Persita Tangerang - LIVE' ['1.70', '3.40', '4.45'] ### Smarkets-'PSM Makassar - Persita Tangerang' ['1.29', '7.6', '19']
Betano-'Persib Bandung - Persis Solo - LIVE' ['1.55', '3.70', '5.20'] ### Smarkets-'Persib Bandung - Persis Solo' ['1.28', '7.8', '19']
Betano-'Southend - York City' ['1.62', '3.90', '4.90'] ### Smarkets-'Southend United - York City' ['1.59', '4.9', '6.8']
Betano-'GNK Dinamo Zagreb - HNK Gorica' ['1.24', '5.40', '11.75'] ### Smarkets-'Dinamo Zagreb - HNK Gorica' ['1.22', 'ASK', '23']
Betano-'SC Paderborn 07 U19 - Fortuna Düsseldorf U19' ['2.72', '3.85', '2.15'] ### Smarkets-'SC Paderborn 07 - Fortuna Düsseldorf' ['2.7', '3.8', '2.84']
Betano-'FC Utrecht - FC Volendam' ['1.33', '5.30', '9.25'] ### Smarkets-'FC Utrecht - FC Volendam' ['1.31', '6.8', '12']
Betano-'FC Utrecht - Fortuna Sittard' ['1.98', '3.55', '3.85'] ### Smarkets-'FC Utrecht - Fortuna Sittard' ['1.91', '4.4', '4.9']
Betano-'AS Trenčín - MFK Vyškov - LIVE' ['2.07', '2.55', '4.20'] ### Smarkets-'AS Trencín - MFK Vyškov' ['2.82', '2.38', '6.2']
Betano-'El Bayadh - CR Belouizdad - LIVE' ['1.39', '3.35', '11.00'] ### Smarkets-'MC El Bayadh - CR Belouizdad' ['1.36', '5.4', '260']
Betano-'VfL Wolfsburg - TSG 1899 Hoffenheim - LIVE' ['3.95', '1.65', '4.90'] ### Smarkets-'VfL Wolfsburg - 1899 Hoffenheim' ['6.2', '1.48', '7.6']
Betano-'RB Leipzig - 1. FC Union Berlin' ['1.39', '5.00', '7.90'] ### Smarkets-'RB Leipzig - 1. FC Union Berlin' ['1.37', '5.7', '11']
Betano-'FC Augsburg - RB Leipzig' ['4.35', '3.90', '1.78'] ### Smarkets-'FC Augsburg - RB Leipzig' ['4.8', '4.7', '1.77']
Betano-'Stade Brestois 29 - OGC Nice - LIVE' ['2.75', '2.77', '3.00'] ### Smarkets-'Stade Brestois 29 - OGC Nice' ['3.45', '2.92', '2.96']
Betano-'Boyaca Chico FC - Deportivo Pereira' ['2.65', '3.15', '2.82'] ### Smarkets-'Boyacá Chicó - Deportivo Pereira' ['2.62', '3.4', '3.5']
Betano-'Giresunspor - Eyupspor - LIVE' ['15.50', '6.10', '1.16'] ### Smarkets-'Giresunspor - Eyüpspor' ['60', '14.5', '1.15']
Betano-'Nottingham Forest U21 - Newcastle United U21' ['1.98', '4.00', '3.00'] ### Smarkets-'Nottingham Forest - Newcastle United' ['4.4', '4', '1.99']
Betano-'Paksi FC - Puskas Akademia - LIVE' ['2.45', '2.27', '4.50'] ### Smarkets-'Paksi SE - Puskas Akademia FC' ['1.36', '5.5', '24']
Betano-'Watford FC - Leicester' ['4.20', '3.80', '1.82'] ### Smarkets-'Watford - Leicester City' ['5', '4.5', '1.81']
Betano-'FC Kodaň - Manchester City' ['9.25', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['13.5', '6.6', '1.3']
Betano-'Cercle Brugge KSV - Sint-Truidense VV' ['1.78', '3.70', '4.60'] ### Smarkets-'Cercle Brugge - Sint-Truidense VV' ['1.76', '4.2', '5.7']
Betano-'Maccabi Bnei Raina - Hapoel Hadera - LIVE' ['2.07', '2.65', '4.35'] ### Smarkets-'Maccabi Bnei Raina - Hapoel Eran Hadera FC' ['2.86', '2.5', '7.4']
Betano-'Paksi FC - Puskas Akademia - LIVE' ['1.16', '5.40', '45.00'] ### Smarkets-'Paksi SE - Puskas Akademia FC' ['1.36', '5.5', '24']
Betano-'FC Kodaň - Manchester City' ['9.25', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['14', '6.6', '1.3']
Betano-'Watford FC - Leicester' ['4.20', '3.80', '1.82'] ### Smarkets-'Watford - Leicester City' ['4.8', '4.3', '1.81']
Betano-'Nottingham Forest U21 - Newcastle United U21' ['1.98', '4.00', '3.00'] ### Smarkets-'Nottingham Forest - Newcastle United' ['4.1', '4', '2.04']
Betano-'SC Bastia - AC Ajaccio' ['2.40', '3.00', '3.35'] ### Smarkets-'SC Bastia - AC Ajaccio' ['2.56', '2.98', '3.85']
Betano-'FC Kodaň - Manchester City' ['9.50', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['15', '6.6', '1.3']
Betano-'Lille OSC (Ž) - Le Havre AC (Ž)' ['3.65', '3.45', '1.83'] ### Smarkets-'Lille OSC - Le Havre AC' ['1.56', '5.4', '9.4']
Betano-'Montpellier HSC - OGC Nice' ['3.15', '3.25', '2.37'] ### Smarkets-'Montpellier HSC - FC Metz' ['1.83', '4.4', '6.2']
Betano-'FC Kodaň - Manchester City' ['9.50', '5.40', '1.32'] ### Smarkets-'FC København - Manchester City' ['14.5', '6.4', '1.31']
Betano-'FK Mornar Bar - Jedinstvo Bijelo Polje - LIVE' ['1.36', '3.95', '8.25'] ### Smarkets-'FK Mornar - FK Jedinstvo Bijelo Polje' ['3.9', '1.93', '5.2']
Betano-'FK Kapaz - Araz-Naxcivan PFK - LIVE' ['1.62', '3.20', '5.60'] ### Smarkets-'FC Kapaz - Araz-Naxçivan PFK' ['1.54', '3.9', '16']
Betano-'FK Mornar Bar - Jedinstvo Bijelo Polje - LIVE' ['1.29', '4.10', '11.00'] ### Smarkets-'FK Mornar - FK Jedinstvo Bijelo Polje' ['3.9', '1.93', '5.2']
Betano-'FK Kapaz - Araz-Naxcivan PFK - LIVE' ['1.55', '3.20', '6.50'] ### Smarkets-'FC Kapaz - Araz-Naxçivan PFK' ['1.54', '3.9', '16']
Betano-'FC Kodaň - Manchester City' ['9.75', '5.50', '1.30'] ### Smarkets-'FC København - Manchester City' ['15', '7.2', '1.29']
Betano-'FC Barcelona - Granada CF' ['1.25', '6.00', '12.00'] ### Smarkets-'FC Barcelona - Granada CF' ['1.24', '8.4', '15.5']
Betano-'RCD Mallorca - Real Sociedad' ['3.90', '2.82', '2.27'] ### Smarkets-'Real Mallorca - Real Sociedad' ['3.75', '3.15', '2.8']
Betano-'Slovan Galanta - SK Slovan Bratislava B' ['5.00', '3.60', '1.55'] ### Smarkets-'FC Slovan Galanta - Slovan Bratislava II' ['4.8', '6', '1.77']
Betano-'Rangers FC - Aberdeen FC' ['1.26', '5.90', '11.75'] ### Smarkets-'Rangers - Aberdeen' ['1.25', '7.4', '17']
Betano-'Plymouth Argyle - Leeds United' ['5.20', '4.30', '1.60'] ### Smarkets-'Plymouth Argyle - Leeds United' ['6.2', '4.9', '1.59']
Betano-'Manama Club - Al Riffa - LIVE' ['3.25', '3.15', '2.15'] ### Smarkets-'Manama Club - Al-Riffa' ['4.4', '2.6', '2.74']
Betano-'Plymouth Argyle - Leeds United' ['5.10', '4.40', '1.60'] ### Smarkets-'Plymouth Argyle - Leeds United' ['6.2', '4.9', '1.59']
Betano-'Slovan Galanta - SK Slovan Bratislava B' ['4.85', '3.60', '1.57'] ### Smarkets-'FC Slovan Galanta - Slovan Bratislava II' ['4.8', '6', '1.77']
Betano-'Manama Club - Al Riffa - LIVE' ['3.40', '2.62', '2.40'] ### Smarkets-'Manama Club - Al-Riffa' ['4.4', '3.45', '2.3']
Betano-'Manama Club - Al Riffa - LIVE' ['3.40', '2.62', '2.40'] ### Smarkets-'Manama Club - Al-Riffa' ['4.4', '2.6', '2.74']
Betano-'FC Shakhtar Donetsk - Olympique Marseille' ['3.05', '3.40', '2.32'] ### Smarkets-'Shakhtar Donetsk - Olympique Marseille' ['3.4', '3.85', '2.3']
Betano-'RCD Mallorca - Real Sociedad - LIVE' ['4.55', '2.22', '2.57'] ### Smarkets-'Real Mallorca - Real Sociedad' ['3.85', '3.15', '2.76']
Betano-'CA Rosario Central B - Independiente Rivadavia B' ['1.57', '3.70', '4.90'] ### Smarkets-'Rosario Central - Independiente Rivadavia' ['2.26', '3.5', '4.6']
Betano-'CS Paraibano - Sousa - LIVE' ['5.30', '1.95', '2.45'] ### Smarkets-'CS Paraibano - Sousa EC' ['6.4', '1.91', '3.5']
Betano-'FC Rouen - AS Monako' ['8.50', '5.60', '1.33'] ### Smarkets-'FC Rouen - AS Monaco' ['12', '7', '1.32']
Betano-'Uniao Leiria - Sporting CP' ['11.50', '5.20', '1.25'] ### Smarkets-'União de Leiria - Sporting' ['18', '8', '1.24']
Betano-'Manchester City - Everton FC' ['1.24', '6.40', '11.25'] ### Smarkets-'Manchester City - Everton' ['1.22', '8.6', '17.5']
Betano-'Watford FC - Leicester' ['4.20', '3.85', '1.82'] ### Smarkets-'Watford - Leicester City' ['4.9', '4.2', '1.81']
Betano-'FC Shakhtar Donetsk - Olympique Marseille' ['3.05', '3.40', '2.32'] ### Smarkets-'Shakhtar Donetsk - Olympique Marseille' ['3.45', '3.85', '2.3']
Betano-'Luton Town - Manchester City' ['12.00', '6.30', '1.24'] ### Smarkets-'Luton Town - Manchester United' ['4.1', '4.3', '2']
Betano-'Club Necaxa U23 - Deportivo Toluca U23' ['1.88', '3.50', '3.40'] ### Smarkets-'Club Necaxa - Deportivo Toluca' ['3.75', '4.2', '2.22']
Betano-'Luton Town - Manchester City' ['12.00', '6.30', '1.24'] ### Smarkets-'Luton Town - Manchester United' ['4.5', '4.6', '1.99']
Betano-'Leeds United - Rotherham' ['1.18', '7.10', '16.00'] ### Smarkets-'Leeds United - Rotherham United' ['1.17', '11', '32']
Betano-'Torquay United - Slough Town' ['1.93', '3.80', '3.20'] ### Smarkets-'Torquay United - Slough Town' ['2.74', '5.6', '3']
Betano-'Maidstone United - Hemel Hempstead Town' ['1.95', '3.70', '3.25'] ### Smarkets-'Maidstone United - Hemel Hempstead Town' ['1.86', '6.4', '6.6']
Betano-'FC Barcelona - Granada CF' ['1.24', '6.50', '10.75'] ### Smarkets-'FC Barcelona - Granada CF' ['1.23', '8.8', '17.5']
Betano-'US Biskra U21 - JS Saoura U21' ['4.25', '3.55', '1.70'] ### Smarkets-'US Biskra - JS Saoura' ['2.84', '3.4', '3.95']
Betano-'ES Setif U21 - USM Khenchela U21' ['1.35', '4.45', '6.80'] ### Smarkets-'ES Sétif - USM Khenchela' ['1.9', '3.8', '7.6']
Betano-'JS Kabylie U21 - NC Magra U21' ['1.14', '6.40', '13.50'] ### Smarkets-'JS Kabylie - NC Magra' ['1.73', '4.6', '10']
Betano-'CS Constantine U21 - MC El Bayadh U21' ['1.28', '4.85', '8.25'] ### Smarkets-'CS Constantine - MC El Bayadh' ['1.82', '4.2', '9.4']
Betano-'KV Oostende - Royal Antwerp FC' ['5.30', '4.15', '1.60'] ### Smarkets-'KV Oostende - Royal Antwerp' ['7', '4.8', '1.59']
Betano-'Lamia U19 - Asteras Tripolis U19' ['5.00', '3.65', '1.62'] ### Smarkets-'AS Lamia - Asteras Tripolis' ['2.72', '3.55', '3.45']
Betano-'Banbury United - Rushall Olympic' ['2.22', '3.40', '2.90'] ### Smarkets-'Banbury United - Rushall Olympic' ['2.96', '4.9', '2.8']
Betano-'Lille OSC (Ž) - Le Havre AC (Ž)' ['3.65', '3.45', '1.83'] ### Smarkets-'Lille OSC - Le Havre AC' ['1.58', '5.3', '9']
Betano-'Club Necaxa U23 - Deportivo Toluca U23' ['1.90', '3.45', '3.40'] ### Smarkets-'Club Necaxa - Deportivo Toluca' ['3.7', '4', '2.22']
Betano-'US Biskra U21 - JS Saoura U21' ['4.30', '3.50', '1.70'] ### Smarkets-'US Biskra - JS Saoura' ['2.84', '3.4', '3.95']
Betano-'Luton Town - Manchester City' ['14.00', '6.00', '1.23'] ### Smarkets-'Luton Town - Manchester United' ['4.4', '4.3', '1.99']
Betano-'Sint-Truidense VV U21 - KV Kortrijk U21' ['2.35', '3.20', '2.70'] ### Smarkets-'Sint-Truidense VV - Kortrijk' ['1.6', '4.7', '7']
Betano-'Lille OSC (Ž) - Le Havre AC (Ž)' ['3.75', '3.75', '1.72'] ### Smarkets-'Lille OSC - Le Havre AC' ['1.58', '5.3', '9']
Betano-'Montrose - FC Edinburgh' ['1.18', '6.80', '12.00'] ### Smarkets-'Montrose - FC Edinburgh' ['1.17', '12', '24']
Betano-'Luton Town - Manchester City' ['14.00', '6.00', '1.23'] ### Smarkets-'Luton Town - Manchester United' ['4.3', '4.6', '1.99']
Betano-'Altrincham FC - Rochdale AFC' ['1.87', '3.55', '3.80'] ### Smarkets-'Altrincham FC - Rochdale' ['1.86', '4.3', '5']
Betano-'Estudiantes de La Plata - CA Tigre' ['1.75', '3.55', '5.10'] ### Smarkets-'Estudiantes de La Plata - Tigre' ['1.69', '3.9', '7.4']
